"","site_name","date","year","month","day","doy","sea_ice_extent"
"53","BARROW",1988-03-05,"1988","03","05","065",134243
"54","BARROW",1988-03-06,"1988","03","06","066",134243
"55","BARROW",1988-03-07,"1988","03","07","067",134243
"56","BARROW",1988-03-08,"1988","03","08","068",134243
"57","BARROW",1988-03-09,"1988","03","09","069",134243
"58","BARROW",1988-03-10,"1988","03","10","070",134243
"59","BARROW",1988-03-11,"1988","03","11","071",134243
"60","BARROW",1988-03-12,"1988","03","12","072",134243
"61","BARROW",1988-03-13,"1988","03","13","073",134243
"62","BARROW",1988-03-14,"1988","03","14","074",134243
"63","BARROW",1988-03-15,"1988","03","15","075",134243
"64","BARROW",1988-03-16,"1988","03","16","076",134243
"65","BARROW",1988-03-17,"1988","03","17","077",134243
"66","BARROW",1988-03-18,"1988","03","18","078",134243
"67","BARROW",1988-03-19,"1988","03","19","079",134243
"68","BARROW",1988-03-20,"1988","03","20","080",134243
"69","BARROW",1988-03-21,"1988","03","21","081",134243
"70","BARROW",1988-03-22,"1988","03","22","082",134243
"71","BARROW",1988-03-23,"1988","03","23","083",134243
"72","BARROW",1988-03-24,"1988","03","24","084",134243
"73","BARROW",1988-03-25,"1988","03","25","085",134243
"74","BARROW",1988-03-26,"1988","03","26","086",134243
"75","BARROW",1988-03-27,"1988","03","27","087",134243
"76","BARROW",1988-03-28,"1988","03","28","088",134243
"77","BARROW",1988-03-29,"1988","03","29","089",134243
"78","BARROW",1988-03-30,"1988","03","30","090",134243
"79","BARROW",1988-03-31,"1988","03","31","091",134243
"80","BARROW",1988-04-01,"1988","04","01","092",134243
"81","BARROW",1988-04-02,"1988","04","02","093",134243
"82","BARROW",1988-04-03,"1988","04","03","094",134243
"83","BARROW",1988-04-04,"1988","04","04","095",134243
"84","BARROW",1988-04-05,"1988","04","05","096",134243
"85","BARROW",1988-04-06,"1988","04","06","097",134243
"86","BARROW",1988-04-07,"1988","04","07","098",134243
"87","BARROW",1988-04-08,"1988","04","08","099",134243
"88","BARROW",1988-04-09,"1988","04","09","100",134243
"89","BARROW",1988-04-10,"1988","04","10","101",134243
"90","BARROW",1988-04-11,"1988","04","11","102",134243
"91","BARROW",1988-04-12,"1988","04","12","103",134243
"92","BARROW",1988-04-13,"1988","04","13","104",134243
"93","BARROW",1988-04-14,"1988","04","14","105",134243
"94","BARROW",1988-04-15,"1988","04","15","106",134243
"95","BARROW",1988-04-16,"1988","04","16","107",134243
"96","BARROW",1988-04-17,"1988","04","17","108",134243
"97","BARROW",1988-04-18,"1988","04","18","109",133610
"98","BARROW",1988-04-19,"1988","04","19","110",134243
"99","BARROW",1988-04-20,"1988","04","20","111",134243
"100","BARROW",1988-04-21,"1988","04","21","112",134243
"101","BARROW",1988-04-22,"1988","04","22","113",134243
"102","BARROW",1988-04-23,"1988","04","23","114",134243
"103","BARROW",1988-04-24,"1988","04","24","115",134243
"104","BARROW",1988-04-25,"1988","04","25","116",134243
"105","BARROW",1988-04-26,"1988","04","26","117",134243
"106","BARROW",1988-04-27,"1988","04","27","118",134243
"107","BARROW",1988-04-28,"1988","04","28","119",134243
"108","BARROW",1988-04-29,"1988","04","29","120",134243
"109","BARROW",1988-04-30,"1988","04","30","121",134243
"110","BARROW",1988-05-01,"1988","05","01","122",134243
"111","BARROW",1988-05-02,"1988","05","02","123",134243
"112","BARROW",1988-05-03,"1988","05","03","124",134243
"113","BARROW",1988-05-04,"1988","05","04","125",134243
"114","BARROW",1988-05-05,"1988","05","05","126",134243
"115","BARROW",1988-05-06,"1988","05","06","127",NA
"116","BARROW",1988-05-07,"1988","05","07","128",NA
"117","BARROW",1988-05-08,"1988","05","08","129",NA
"118","BARROW",1988-05-09,"1988","05","09","130",NA
"119","BARROW",1988-05-10,"1988","05","10","131",NA
"120","BARROW",1988-05-11,"1988","05","11","132",134243
"121","BARROW",1988-05-12,"1988","05","12","133",134243
"122","BARROW",1988-05-13,"1988","05","13","134",134243
"123","BARROW",1988-05-14,"1988","05","14","135",134243
"124","BARROW",1988-05-15,"1988","05","15","136",134243
"125","BARROW",1988-05-16,"1988","05","16","137",134243
"126","BARROW",1988-05-17,"1988","05","17","138",134243
"127","BARROW",1988-05-18,"1988","05","18","139",134243
"128","BARROW",1988-05-19,"1988","05","19","140",134243
"129","BARROW",1988-05-20,"1988","05","20","141",134243
"130","BARROW",1988-05-21,"1988","05","21","142",134243
"131","BARROW",1988-05-22,"1988","05","22","143",134243
"132","BARROW",1988-05-23,"1988","05","23","144",134243
"133","BARROW",1988-05-24,"1988","05","24","145",134243
"134","BARROW",1988-05-25,"1988","05","25","146",134243
"135","BARROW",1988-05-26,"1988","05","26","147",134243
"136","BARROW",1988-05-27,"1988","05","27","148",134243
"137","BARROW",1988-05-28,"1988","05","28","149",134243
"138","BARROW",1988-05-29,"1988","05","29","150",134243
"139","BARROW",1988-05-30,"1988","05","30","151",134243
"140","BARROW",1988-05-31,"1988","05","31","152",134243
"141","BARROW",1988-06-01,"1988","06","01","153",134243
"142","BARROW",1988-06-02,"1988","06","02","154",134243
"143","BARROW",1988-06-03,"1988","06","03","155",134243
"144","BARROW",1988-06-04,"1988","06","04","156",134243
"145","BARROW",1988-06-05,"1988","06","05","157",134243
"146","BARROW",1988-06-06,"1988","06","06","158",134243
"147","BARROW",1988-06-07,"1988","06","07","159",134243
"148","BARROW",1988-06-08,"1988","06","08","160",134243
"149","BARROW",1988-06-09,"1988","06","09","161",134243
"150","BARROW",1988-06-10,"1988","06","10","162",134243
"151","BARROW",1988-06-11,"1988","06","11","163",134243
"152","BARROW",1988-06-12,"1988","06","12","164",134243
"153","BARROW",1988-06-13,"1988","06","13","165",134243
"154","BARROW",1988-06-14,"1988","06","14","166",134243
"155","BARROW",1988-06-15,"1988","06","15","167",134243
"156","BARROW",1988-06-16,"1988","06","16","168",134243
"157","BARROW",1988-06-17,"1988","06","17","169",134243
"158","BARROW",1988-06-18,"1988","06","18","170",134243
"159","BARROW",1988-06-19,"1988","06","19","171",134243
"160","BARROW",1988-06-20,"1988","06","20","172",134243
"161","BARROW",1988-06-21,"1988","06","21","173",134243
"162","BARROW",1988-06-22,"1988","06","22","174",134243
"163","BARROW",1988-06-23,"1988","06","23","175",134243
"164","BARROW",1988-06-24,"1988","06","24","176",134243
"165","BARROW",1988-06-25,"1988","06","25","177",134243
"166","BARROW",1988-06-26,"1988","06","26","178",134243
"167","BARROW",1988-06-27,"1988","06","27","179",134243
"168","BARROW",1988-06-28,"1988","06","28","180",134243
"169","BARROW",1988-06-29,"1988","06","29","181",134243
"170","BARROW",1988-06-30,"1988","06","30","182",134243
"171","BARROW",1988-07-01,"1988","07","01","183",134243
"172","BARROW",1988-07-02,"1988","07","02","184",134243
"173","BARROW",1988-07-03,"1988","07","03","185",134243
"174","BARROW",1988-07-04,"1988","07","04","186",134243
"175","BARROW",1988-07-05,"1988","07","05","187",134243
"176","BARROW",1988-07-06,"1988","07","06","188",134243
"177","BARROW",1988-07-07,"1988","07","07","189",134243
"178","BARROW",1988-07-08,"1988","07","08","190",134243
"179","BARROW",1988-07-09,"1988","07","09","191",134243
"180","BARROW",1988-07-10,"1988","07","10","192",134243
"181","BARROW",1988-07-11,"1988","07","11","193",134243
"182","BARROW",1988-07-12,"1988","07","12","194",134243
"183","BARROW",1988-07-13,"1988","07","13","195",134243
"184","BARROW",1988-07-14,"1988","07","14","196",134243
"185","BARROW",1988-07-15,"1988","07","15","197",134243
"186","BARROW",1988-07-16,"1988","07","16","198",134243
"187","BARROW",1988-07-17,"1988","07","17","199",134243
"188","BARROW",1988-07-18,"1988","07","18","200",134243
"189","BARROW",1988-07-19,"1988","07","19","201",134243
"190","BARROW",1988-07-20,"1988","07","20","202",134243
"191","BARROW",1988-07-21,"1988","07","21","203",134243
"192","BARROW",1988-07-22,"1988","07","22","204",134243
"193","BARROW",1988-07-23,"1988","07","23","205",134243
"194","BARROW",1988-07-24,"1988","07","24","206",134243
"195","BARROW",1988-07-25,"1988","07","25","207",134243
"196","BARROW",1988-07-26,"1988","07","26","208",134243
"197","BARROW",1988-07-27,"1988","07","27","209",134243
"198","BARROW",1988-07-28,"1988","07","28","210",134243
"199","BARROW",1988-07-29,"1988","07","29","211",133616
"200","BARROW",1988-07-30,"1988","07","30","212",134243
"201","BARROW",1988-07-31,"1988","07","31","213",131732
"202","BARROW",1988-08-01,"1988","08","01","214",131732
"203","BARROW",1988-08-02,"1988","08","02","215",130475
"204","BARROW",1988-08-03,"1988","08","03","216",131732
"205","BARROW",1988-08-04,"1988","08","04","217",131732
"206","BARROW",1988-08-05,"1988","08","05","218",130475
"207","BARROW",1988-08-06,"1988","08","06","219",129846
"208","BARROW",1988-08-07,"1988","08","07","220",130475
"209","BARROW",1988-08-08,"1988","08","08","221",131104
"210","BARROW",1988-08-09,"1988","08","09","222",132360
"211","BARROW",1988-08-10,"1988","08","10","223",130475
"212","BARROW",1988-08-11,"1988","08","11","224",131104
"213","BARROW",1988-08-12,"1988","08","12","225",133616
"214","BARROW",1988-08-13,"1988","08","13","226",133616
"215","BARROW",1988-08-14,"1988","08","14","227",132988
"216","BARROW",1988-08-15,"1988","08","15","228",130475
"217","BARROW",1988-08-16,"1988","08","16","229",129846
"218","BARROW",1988-08-17,"1988","08","17","230",129217
"219","BARROW",1988-08-18,"1988","08","18","231",129218
"220","BARROW",1988-08-19,"1988","08","19","232",129846
"221","BARROW",1988-08-20,"1988","08","20","233",132360
"222","BARROW",1988-08-21,"1988","08","21","234",133616
"223","BARROW",1988-08-22,"1988","08","22","235",132988
"224","BARROW",1988-08-23,"1988","08","23","236",133616
"225","BARROW",1988-08-24,"1988","08","24","237",132988
"226","BARROW",1988-08-25,"1988","08","25","238",132988
"227","BARROW",1988-08-26,"1988","08","26","239",131100
"228","BARROW",1988-08-27,"1988","08","27","240",131721
"229","BARROW",1988-08-28,"1988","08","28","241",131727
"230","BARROW",1988-08-29,"1988","08","29","242",125406
"231","BARROW",1988-08-30,"1988","08","30","243",129829
"232","BARROW",1988-08-31,"1988","08","31","244",127308
"233","BARROW",1988-09-01,"1988","09","01","245",127941
"234","BARROW",1988-09-02,"1988","09","02","246",130472
"235","BARROW",1988-09-03,"1988","09","03","247",131729
"236","BARROW",1988-09-04,"1988","09","04","248",132986
"237","BARROW",1988-09-05,"1988","09","05","249",133615
"238","BARROW",1988-09-06,"1988","09","06","250",132354
"239","BARROW",1988-09-07,"1988","09","07","251",132346
"240","BARROW",1988-09-08,"1988","09","08","252",132343
"241","BARROW",1988-09-09,"1988","09","09","253",134243
"242","BARROW",1988-09-10,"1988","09","10","254",133610
"243","BARROW",1988-09-11,"1988","09","11","255",133613
"244","BARROW",1988-09-12,"1988","09","12","256",133613
"245","BARROW",1988-09-13,"1988","09","13","257",133613
"246","BARROW",1988-09-14,"1988","09","14","258",134243
"247","BARROW",1988-09-15,"1988","09","15","259",134243
"248","BARROW",1988-09-16,"1988","09","16","260",134243
"249","BARROW",1988-09-17,"1988","09","17","261",134243
"250","BARROW",1988-09-18,"1988","09","18","262",NA
"251","BARROW",1988-09-19,"1988","09","19","263",134243
"252","BARROW",1988-09-20,"1988","09","20","264",134243
"253","BARROW",1988-09-21,"1988","09","21","265",133611
"254","BARROW",1988-09-22,"1988","09","22","266",134243
"255","BARROW",1988-09-23,"1988","09","23","267",NA
"256","BARROW",1988-09-24,"1988","09","24","268",134243
"257","BARROW",1988-09-25,"1988","09","25","269",134243
"258","BARROW",1988-09-26,"1988","09","26","270",134243
"259","BARROW",1988-09-27,"1988","09","27","271",134243
"260","BARROW",1988-09-28,"1988","09","28","272",134243
"261","BARROW",1988-09-29,"1988","09","29","273",134243
"262","BARROW",1988-09-30,"1988","09","30","274",134243
"263","BARROW",1988-10-01,"1988","10","01","275",134243
"264","BARROW",1988-10-02,"1988","10","02","276",134243
"265","BARROW",1988-10-03,"1988","10","03","277",134243
"266","BARROW",1988-10-04,"1988","10","04","278",134243
"267","BARROW",1988-10-05,"1988","10","05","279",134243
"268","BARROW",1988-10-06,"1988","10","06","280",134243
"269","BARROW",1988-10-07,"1988","10","07","281",134243
"270","BARROW",1988-10-08,"1988","10","08","282",134243
"271","BARROW",1988-10-09,"1988","10","09","283",134243
"272","BARROW",1988-10-10,"1988","10","10","284",134243
"273","BARROW",1988-10-11,"1988","10","11","285",134243
"274","BARROW",1988-10-12,"1988","10","12","286",134243
"275","BARROW",1988-10-13,"1988","10","13","287",134243
"276","BARROW",1988-10-14,"1988","10","14","288",134243
"277","BARROW",1988-10-15,"1988","10","15","289",134243
"278","BARROW",1988-10-16,"1988","10","16","290",134243
"279","BARROW",1988-10-17,"1988","10","17","291",134243
"280","BARROW",1988-10-18,"1988","10","18","292",134243
"281","BARROW",1988-10-19,"1988","10","19","293",134243
"282","BARROW",1988-10-20,"1988","10","20","294",134243
"283","BARROW",1988-10-21,"1988","10","21","295",134243
"284","BARROW",1988-10-22,"1988","10","22","296",134243
"285","BARROW",1988-10-23,"1988","10","23","297",134243
"286","BARROW",1988-10-24,"1988","10","24","298",134243
"287","BARROW",1988-10-25,"1988","10","25","299",134243
"288","BARROW",1988-10-26,"1988","10","26","300",134243
"289","BARROW",1988-10-27,"1988","10","27","301",134243
"290","BARROW",1988-10-28,"1988","10","28","302",134243
"291","BARROW",1988-10-29,"1988","10","29","303",134243
"292","BARROW",1988-10-30,"1988","10","30","304",134243
"293","BARROW",1988-10-31,"1988","10","31","305",134243
"294","BARROW",1988-11-01,"1988","11","01","306",134243
"295","BARROW",1988-11-02,"1988","11","02","307",134243
"296","BARROW",1988-11-03,"1988","11","03","308",134243
"297","BARROW",1988-11-04,"1988","11","04","309",134243
"298","BARROW",1988-11-05,"1988","11","05","310",134243
"299","BARROW",1988-11-06,"1988","11","06","311",134243
"300","BARROW",1988-11-07,"1988","11","07","312",134243
"301","BARROW",1988-11-08,"1988","11","08","313",134243
"302","BARROW",1988-11-09,"1988","11","09","314",134243
"303","BARROW",1988-11-10,"1988","11","10","315",134243
"304","BARROW",1988-11-11,"1988","11","11","316",134243
"305","BARROW",1988-11-12,"1988","11","12","317",134243
"306","BARROW",1988-11-13,"1988","11","13","318",134243
"307","BARROW",1988-11-14,"1988","11","14","319",134243
"308","BARROW",1988-11-15,"1988","11","15","320",134243
"309","BARROW",1988-11-16,"1988","11","16","321",134243
"310","BARROW",1988-11-17,"1988","11","17","322",134243
"311","BARROW",1988-11-18,"1988","11","18","323",134243
"312","BARROW",1988-11-19,"1988","11","19","324",134243
"313","BARROW",1988-11-20,"1988","11","20","325",134243
"314","BARROW",1988-11-21,"1988","11","21","326",134243
"315","BARROW",1988-11-22,"1988","11","22","327",134243
"316","BARROW",1988-11-23,"1988","11","23","328",134243
"317","BARROW",1988-11-24,"1988","11","24","329",134243
"318","BARROW",1988-11-25,"1988","11","25","330",134243
"319","BARROW",1988-11-26,"1988","11","26","331",134243
"320","BARROW",1988-11-27,"1988","11","27","332",134243
"321","BARROW",1988-11-28,"1988","11","28","333",134243
"322","BARROW",1988-11-29,"1988","11","29","334",134243
"323","BARROW",1988-11-30,"1988","11","30","335",134243
"324","BARROW",1988-12-01,"1988","12","01","336",NA
"325","BARROW",1988-12-02,"1988","12","02","337",134243
"326","BARROW",1988-12-03,"1988","12","03","338",134243
"327","BARROW",1988-12-04,"1988","12","04","339",134243
"328","BARROW",1988-12-05,"1988","12","05","340",134243
"329","BARROW",1988-12-06,"1988","12","06","341",134243
"330","BARROW",1988-12-07,"1988","12","07","342",134243
"331","BARROW",1988-12-08,"1988","12","08","343",134243
"332","BARROW",1988-12-09,"1988","12","09","344",134243
"333","BARROW",1988-12-10,"1988","12","10","345",134243
"334","BARROW",1988-12-11,"1988","12","11","346",134243
"335","BARROW",1988-12-12,"1988","12","12","347",134243
"336","BARROW",1988-12-13,"1988","12","13","348",134243
"337","BARROW",1988-12-14,"1988","12","14","349",134243
"338","BARROW",1988-12-15,"1988","12","15","350",134243
"339","BARROW",1988-12-16,"1988","12","16","351",134243
"340","BARROW",1988-12-17,"1988","12","17","352",134243
"341","BARROW",1988-12-18,"1988","12","18","353",134243
"342","BARROW",1988-12-19,"1988","12","19","354",134243
"343","BARROW",1988-12-20,"1988","12","20","355",134243
"344","BARROW",1988-12-21,"1988","12","21","356",134243
"345","BARROW",1988-12-22,"1988","12","22","357",134243
"346","BARROW",1988-12-23,"1988","12","23","358",134243
"347","BARROW",1988-12-24,"1988","12","24","359",134243
"348","BARROW",1988-12-25,"1988","12","25","360",NA
"349","BARROW",1988-12-26,"1988","12","26","361",NA
"350","BARROW",1988-12-27,"1988","12","27","362",NA
"351","BARROW",1988-12-28,"1988","12","28","363",NA
"352","BARROW",1988-12-29,"1988","12","29","364",134243
"353","BARROW",1988-12-30,"1988","12","30","365",134243
"354","BARROW",1988-12-31,"1988","12","31","366",134243
"355","BARROW",1989-01-01,"1989","01","01","001",134243
"356","BARROW",1989-01-02,"1989","01","02","002",134243
"357","BARROW",1989-01-03,"1989","01","03","003",134243
"358","BARROW",1989-01-04,"1989","01","04","004",134243
"359","BARROW",1989-01-05,"1989","01","05","005",134243
"360","BARROW",1989-01-06,"1989","01","06","006",134243
"361","BARROW",1989-01-07,"1989","01","07","007",134243
"362","BARROW",1989-01-08,"1989","01","08","008",134243
"363","BARROW",1989-01-09,"1989","01","09","009",134243
"364","BARROW",1989-01-10,"1989","01","10","010",134243
"365","BARROW",1989-01-11,"1989","01","11","011",134243
"366","BARROW",1989-01-12,"1989","01","12","012",134243
"367","BARROW",1989-01-13,"1989","01","13","013",NA
"368","BARROW",1989-01-14,"1989","01","14","014",NA
"369","BARROW",1989-01-15,"1989","01","15","015",134243
"370","BARROW",1989-01-16,"1989","01","16","016",134243
"371","BARROW",1989-01-17,"1989","01","17","017",134243
"372","BARROW",1989-01-18,"1989","01","18","018",133610
"373","BARROW",1989-01-19,"1989","01","19","019",134243
"374","BARROW",1989-01-20,"1989","01","20","020",134243
"375","BARROW",1989-01-21,"1989","01","21","021",134243
"376","BARROW",1989-01-22,"1989","01","22","022",134243
"377","BARROW",1989-01-23,"1989","01","23","023",134243
"378","BARROW",1989-01-24,"1989","01","24","024",134243
"379","BARROW",1989-01-25,"1989","01","25","025",134243
"380","BARROW",1989-01-26,"1989","01","26","026",134243
"381","BARROW",1989-01-27,"1989","01","27","027",134243
"382","BARROW",1989-01-28,"1989","01","28","028",134243
"383","BARROW",1989-01-29,"1989","01","29","029",134243
"384","BARROW",1989-01-30,"1989","01","30","030",134243
"385","BARROW",1989-01-31,"1989","01","31","031",134243
"386","BARROW",1989-02-01,"1989","02","01","032",134243
"387","BARROW",1989-02-02,"1989","02","02","033",134243
"388","BARROW",1989-02-03,"1989","02","03","034",134243
"389","BARROW",1989-02-04,"1989","02","04","035",134243
"390","BARROW",1989-02-05,"1989","02","05","036",134243
"391","BARROW",1989-02-06,"1989","02","06","037",134243
"392","BARROW",1989-02-07,"1989","02","07","038",134243
"393","BARROW",1989-02-08,"1989","02","08","039",134243
"394","BARROW",1989-02-09,"1989","02","09","040",134243
"395","BARROW",1989-02-10,"1989","02","10","041",134243
"396","BARROW",1989-02-11,"1989","02","11","042",134243
"397","BARROW",1989-02-12,"1989","02","12","043",134243
"398","BARROW",1989-02-13,"1989","02","13","044",134243
"399","BARROW",1989-02-14,"1989","02","14","045",134243
"400","BARROW",1989-02-15,"1989","02","15","046",134243
"401","BARROW",1989-02-16,"1989","02","16","047",134243
"402","BARROW",1989-02-17,"1989","02","17","048",134243
"403","BARROW",1989-02-18,"1989","02","18","049",133613
"404","BARROW",1989-02-19,"1989","02","19","050",134243
"405","BARROW",1989-02-20,"1989","02","20","051",134243
"406","BARROW",1989-02-21,"1989","02","21","052",134243
"407","BARROW",1989-02-22,"1989","02","22","053",134243
"408","BARROW",1989-02-23,"1989","02","23","054",134243
"409","BARROW",1989-02-24,"1989","02","24","055",134243
"410","BARROW",1989-02-25,"1989","02","25","056",134243
"411","BARROW",1989-02-26,"1989","02","26","057",134243
"412","BARROW",1989-02-27,"1989","02","27","058",134243
"413","BARROW",1989-02-28,"1989","02","28","059",134243
"414","BARROW",1989-03-01,"1989","03","01","060",134243
"415","BARROW",1989-03-02,"1989","03","02","061",134243
"416","BARROW",1989-03-03,"1989","03","03","062",134243
"417","BARROW",1989-03-04,"1989","03","04","063",134243
"418","BARROW",1989-03-05,"1989","03","05","064",134243
"419","BARROW",1989-03-06,"1989","03","06","065",134243
"420","BARROW",1989-03-07,"1989","03","07","066",134243
"421","BARROW",1989-03-08,"1989","03","08","067",134243
"422","BARROW",1989-03-09,"1989","03","09","068",134243
"423","BARROW",1989-03-10,"1989","03","10","069",134243
"424","BARROW",1989-03-11,"1989","03","11","070",134243
"425","BARROW",1989-03-12,"1989","03","12","071",134243
"426","BARROW",1989-03-13,"1989","03","13","072",134243
"427","BARROW",1989-03-14,"1989","03","14","073",134243
"428","BARROW",1989-03-15,"1989","03","15","074",134243
"429","BARROW",1989-03-16,"1989","03","16","075",134243
"430","BARROW",1989-03-17,"1989","03","17","076",134243
"431","BARROW",1989-03-18,"1989","03","18","077",134243
"432","BARROW",1989-03-19,"1989","03","19","078",134243
"433","BARROW",1989-03-20,"1989","03","20","079",134243
"434","BARROW",1989-03-21,"1989","03","21","080",134243
"435","BARROW",1989-03-22,"1989","03","22","081",134243
"436","BARROW",1989-03-23,"1989","03","23","082",134243
"437","BARROW",1989-03-24,"1989","03","24","083",134243
"438","BARROW",1989-03-25,"1989","03","25","084",134243
"439","BARROW",1989-03-26,"1989","03","26","085",134243
"440","BARROW",1989-03-27,"1989","03","27","086",134243
"441","BARROW",1989-03-28,"1989","03","28","087",134243
"442","BARROW",1989-03-29,"1989","03","29","088",134243
"443","BARROW",1989-03-30,"1989","03","30","089",134243
"444","BARROW",1989-03-31,"1989","03","31","090",134243
"445","BARROW",1989-04-01,"1989","04","01","091",134243
"446","BARROW",1989-04-02,"1989","04","02","092",134243
"447","BARROW",1989-04-03,"1989","04","03","093",134243
"448","BARROW",1989-04-04,"1989","04","04","094",134243
"449","BARROW",1989-04-05,"1989","04","05","095",134243
"450","BARROW",1989-04-06,"1989","04","06","096",134243
"451","BARROW",1989-04-07,"1989","04","07","097",134243
"452","BARROW",1989-04-08,"1989","04","08","098",134243
"453","BARROW",1989-04-09,"1989","04","09","099",134243
"454","BARROW",1989-04-10,"1989","04","10","100",134243
"455","BARROW",1989-04-11,"1989","04","11","101",134243
"456","BARROW",1989-04-12,"1989","04","12","102",134243
"457","BARROW",1989-04-13,"1989","04","13","103",134243
"458","BARROW",1989-04-14,"1989","04","14","104",134243
"459","BARROW",1989-04-15,"1989","04","15","105",134243
"460","BARROW",1989-04-16,"1989","04","16","106",134243
"461","BARROW",1989-04-17,"1989","04","17","107",134243
"462","BARROW",1989-04-18,"1989","04","18","108",134243
"463","BARROW",1989-04-19,"1989","04","19","109",134243
"464","BARROW",1989-04-20,"1989","04","20","110",134243
"465","BARROW",1989-04-21,"1989","04","21","111",134243
"466","BARROW",1989-04-22,"1989","04","22","112",134243
"467","BARROW",1989-04-23,"1989","04","23","113",134243
"468","BARROW",1989-04-24,"1989","04","24","114",134243
"469","BARROW",1989-04-25,"1989","04","25","115",134243
"470","BARROW",1989-04-26,"1989","04","26","116",134243
"471","BARROW",1989-04-27,"1989","04","27","117",134243
"472","BARROW",1989-04-28,"1989","04","28","118",134243
"473","BARROW",1989-04-29,"1989","04","29","119",134243
"474","BARROW",1989-04-30,"1989","04","30","120",134243
"475","BARROW",1989-05-01,"1989","05","01","121",134243
"476","BARROW",1989-05-02,"1989","05","02","122",134243
"477","BARROW",1989-05-03,"1989","05","03","123",134243
"478","BARROW",1989-05-04,"1989","05","04","124",134243
"479","BARROW",1989-05-05,"1989","05","05","125",134243
"480","BARROW",1989-05-06,"1989","05","06","126",134243
"481","BARROW",1989-05-07,"1989","05","07","127",134243
"482","BARROW",1989-05-08,"1989","05","08","128",134243
"483","BARROW",1989-05-09,"1989","05","09","129",134243
"484","BARROW",1989-05-10,"1989","05","10","130",134243
"485","BARROW",1989-05-11,"1989","05","11","131",134243
"486","BARROW",1989-05-12,"1989","05","12","132",134243
"487","BARROW",1989-05-13,"1989","05","13","133",134243
"488","BARROW",1989-05-14,"1989","05","14","134",134243
"489","BARROW",1989-05-15,"1989","05","15","135",134243
"490","BARROW",1989-05-16,"1989","05","16","136",134243
"491","BARROW",1989-05-17,"1989","05","17","137",134243
"492","BARROW",1989-05-18,"1989","05","18","138",134243
"493","BARROW",1989-05-19,"1989","05","19","139",134243
"494","BARROW",1989-05-20,"1989","05","20","140",134243
"495","BARROW",1989-05-21,"1989","05","21","141",134243
"496","BARROW",1989-05-22,"1989","05","22","142",134243
"497","BARROW",1989-05-23,"1989","05","23","143",134243
"498","BARROW",1989-05-24,"1989","05","24","144",134243
